Area Code;Area Code (M49);Area;Item Code;Item Code (CPC);Item;Element Code;Element;Unit;Y2000;Y2001;Y2002;Y2003;Y2004;Y2005;Y2006;Y2007;Y2008;Y2009;Y2010;Y2011;Y2012;Y2013;Y2014;Y2015;Y2016;Y2017;Y2018;Y2019;Y2020;Y2021;Y2022;Y2023;Y2024
2;'004;Afghanistan;875;'F0875;Beef and veal preparations nes;5610;Import quantity;t;;;;;;;;;;;;;;;672.100000;149.240000;306.730000;;409.350000;;410.730000;410.620000;326.210000;0.100000;0.330000
2;'004;Afghanistan;875;'F0875;Beef and veal preparations nes;5622;Import value;1000 USD;;;;;;;;;;;;;;;2687.000000;906.000000;1411.000000;;1776.000000;;1072.000000;524.000000;252.000000;1.000000;3.000000
2;'004;Afghanistan;875;'F0875;Beef and veal preparations nes;5910;Export quantity;t;;;;;;;;;;;;;;;;;4.270000;;;;0.030000;;;;0.160000
2;'004;Afghanistan;875;'F0875;Beef and veal preparations nes;5922;Export value;1000 USD;;;;;;;;;;;;;;;;;2.000000;;;;1.000000;;;;0.000000
2;'004;Afghanistan;257;'2165;Palm oil;5610;Import quantity;t;3200.000000;800.000000;28000.000000;59100.000000;140800.000000;188600.000000;156200.000000;151300.000000;102800.000000;82900.000000;108500.000000;91100.000000;110600.000000;119000.000000;145000.000000;153000.000000;161400.000000;174800.000000;192400.000000;10625.290000;154503.390000;187282.700000;255497.490000;324750.570000;209488.280000
2;'004;Afghanistan;257;'2165;Palm oil;5622;Import value;1000 USD;900.000000;320.000000;20600.000000;38700.000000;128000.000000;181000.000000;151000.000000;144000.000000;98000.000000;83000.000000;130000.000000;110000.000000;133000.000000;142000.000000;174000.000000;183600.000000;193680.000000;209760.000000;231000.000000;2782.000000;139864.000000;270463.000000;418280.000000;381261.000000;250285.000000
2;'004;Afghanistan;237;'2161;Soya bean oil;5610;Import quantity;t;23200.000000;24000.000000;7468.000000;6215.000000;5582.000000;35115.000000;18022.000000;20700.000000;10900.000000;5800.000000;15400.000000;16000.000000;16000.000000;16300.000000;10000.000000;11000.000000;11000.000000;11000.000000;10700.000000;10400.000000;5000.000000;4600.000000;4300.000000;;239.000000
2;'004;Afghanistan;237;'2161;Soya bean oil;5622;Import value;1000 USD;16000.000000;16000.000000;4987.000000;6188.000000;4800.000000;30000.000000;16000.000000;17000.000000;11000.000000;6800.000000;20000.000000;21000.000000;21000.000000;21000.000000;12000.000000;13200.000000;13200.000000;13200.000000;13000.000000;12000.000000;5800.000000;8300.000000;8000.000000;;279.000000
2;'004;Afghanistan;237;'2161;Soya bean oil;5910;Export quantity;t;;;;;;;;;;;;;;;;;;;;;;;;;0.000000
2;'004;Afghanistan;237;'2161;Soya bean oil;5922;Export value;1000 USD;;;;;;;;;;;;;;;;;;;;;;;;;0.000000
2;'004;Afghanistan;236;'0141;Soya beans;5610;Import quantity;t;;;;;;;;;;;;;;;6.000000;408.670000;56.240000;4192.420000;3000.000000;3260.000000;10754.300000;600.000000;286.000000;60358.600000;1512.000000
2;'004;Afghanistan;236;'0141;Soya beans;5622;Import value;1000 USD;;;;;;;;;;;;;;;7.000000;207.000000;31.000000;799.000000;600.000000;1194.000000;4304.000000;400.000000;218.000000;35380.000000;822.000000
2;'004;Afghanistan;236;'0141;Soya beans;5910;Export quantity;t;;;;;;;;;;;;;;;;2.460000;;709.500000;0.000000;;2.820000;;;;0.390000
2;'004;Afghanistan;236;'0141;Soya beans;5922;Export value;1000 USD;;;;;;;;;;;;;;;;4.000000;;457.000000;0.000000;;14.000000;;;;0.000000
2;'004;Afghanistan;239;'23995.01;Soya sauce;5610;Import quantity;t;;;;;;;;;;;;;;;36.440000;8.360000;99.970000;;26.630000;42.250000;33.800000;44.340000;43.060000;42.840000;38.740000
2;'004;Afghanistan;239;'23995.01;Soya sauce;5622;Import value;1000 USD;;;;;;;;;;;;;;;60.000000;26.000000;158.000000;;74.000000;102.000000;37.000000;41.000000;91.000000;63.000000;49.000000
2;'004;Afghanistan;239;'23995.01;Soya sauce;5910;Export quantity;t;;;;;;;;;;;;;;;0.180000;;;;;;0.110000;;;;
2;'004;Afghanistan;239;'23995.01;Soya sauce;5922;Export value;1000 USD;;;;;;;;;;;;;;;0.000000;;;;;;1.000000;;;;
2;'004;Afghanistan;1806;'F1806;Beef and Buffalo Meat, primary;5610;Import quantity;t;49.000000;0.000000;85.000000;378.470000;1689.270000;4026.910000;4149.920000;4304.440000;3389.870000;1279.000000;2397.000000;2660.000000;14438.000000;6087.000000;18021.150000;14992.290000;6874.400000;6786.100000;4881.630000;23305.330000;9538.260000;4887.810000;154.390000;78.430000;0.980000
2;'004;Afghanistan;1806;'F1806;Beef and Buffalo Meat, primary;5622;Import value;1000 USD;71.000000;0.000000;72.000000;456.100000;2039.300000;6677.830000;6493.390000;7289.670000;8950.590000;2267.000000;4476.000000;5987.000000;33116.000000;12821.000000;48539.330000;29341.620000;16278.010000;10431.000000;7917.820000;70283.340000;29512.340000;18607.810000;216.840000;734.590000;4.380000
2;'004;Afghanistan;1806;'F1806;Beef and Buffalo Meat, primary;5910;Export quantity;t;23.170000;;1134.860000;;;0.100000;0.510000;76.900000;0.020000;;;;;;1.080000;;;;;;0.170000;16.900000;;0.820000;0.130000
2;'004;Afghanistan;1806;'F1806;Beef and Buffalo Meat, primary;5922;Export value;1000 USD;39.420000;;2027.310000;;;3.640000;1.110000;162.110000;0.130000;;;;;;0.680000;;;;;;1.300000;44.940000;;2.680000;0.620000
3;'008;Albania;875;'F0875;Beef and veal preparations nes;5610;Import quantity;t;27.000000;13.000000;85.000000;13.000000;19.000000;13.000000;34.000000;56.000000;35.000000;82.000000;73.000000;13.000000;49.000000;33.000000;0.480000;55.230000;0.680000;57.110000;0.380000;3.590000;4.240000;3.510000;66.320000;6.100000;31.050000
3;'008;Albania;875;'F0875;Beef and veal preparations nes;5622;Import value;1000 USD;15.000000;11.000000;65.000000;34.000000;45.000000;36.000000;107.000000;203.000000;181.000000;319.000000;280.000000;50.000000;158.000000;117.000000;4.000000;151.000000;8.000000;174.000000;4.000000;26.000000;31.000000;27.000000;365.000000;59.000000;270.000000
3;'008;Albania;875;'F0875;Beef and veal preparations nes;5910;Export quantity;t;;21.000000;0.000000;7.000000;23.000000;12.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;1.000000;;;;;;;;;0.020000;;
3;'008;Albania;875;'F0875;Beef and veal preparations nes;5922;Export value;1000 USD;;16.000000;0.000000;12.000000;41.000000;23.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;5.000000;5.000000;;;;;;;;;1.000000;;
3;'008;Albania;257;'2165;Palm oil;5610;Import quantity;t;71.000000;142.000000;491.000000;579.000000;710.000000;459.000000;477.000000;708.000000;963.000000;1083.000000;1280.000000;1455.000000;1467.000000;1754.000000;984.900000;2457.540000;2716.790000;712.550000;1522.050000;1362.080000;2426.230000;735.760000;1387.200000;2546.880000;2738.850000
3;'008;Albania;257;'2165;Palm oil;5622;Import value;1000 USD;34.000000;86.000000;293.000000;428.000000;587.000000;369.000000;323.000000;501.000000;1231.000000;1198.000000;1561.000000;2288.000000;1942.000000;2010.000000;1083.000000;2190.000000;2394.000000;645.000000;1208.000000;1046.000000;2217.000000;1101.000000;3830.000000;3275.000000;3460.000000
3;'008;Albania;257;'2165;Palm oil;5910;Export quantity;t;;;;;;;;;;;;;4.000000;3.000000;;;;;;;;;5.000000;;
3;'008;Albania;257;'2165;Palm oil;5922;Export value;1000 USD;;;;;;;;;;;;;7.000000;4.000000;;;;;;;;;1.000000;;
3;'008;Albania;237;'2161;Soya bean oil;5610;Import quantity;t;3966.000000;1102.000000;1658.000000;340.000000;481.000000;248.000000;126.000000;147.000000;411.000000;147.000000;123.000000;96.000000;206.000000;325.000000;450.000000;516.540000;550.000000;546.620000;422.540000;943.780000;1165.480000;860.540000;620.860000;862.640000;935.130000
3;'008;Albania;237;'2161;Soya bean oil;5622;Import value;1000 USD;2274.000000;442.000000;786.000000;232.000000;362.000000;156.000000;87.000000;131.000000;537.000000;148.000000;128.000000;145.000000;283.000000;376.000000;4.000000;435.000000;471.000000;448.000000;333.000000;658.000000;961.000000;1207.000000;1051.000000;911.000000;951.000000
3;'008;Albania;237;'2161;Soya bean oil;5910;Export quantity;t;;;;25.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;;;;;;;;;;;
3;'008;Albania;237;'2161;Soya bean oil;5922;Export value;1000 USD;;;;21.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;;;;;;;;;;;
3;'008;Albania;236;'0141;Soya beans;5610;Import quantity;t;4.000000;82.000000;48.000000;30.000000;248.000000;23.000000;36.000000;0.000000;0.000000;0.000000;21.000000;0.000000;0.000000;0.000000;;;;;;0.070000;80.620000;0.410000;3.960000;0.260000;0.600000
3;'008;Albania;236;'0141;Soya beans;5622;Import value;1000 USD;3.000000;22.000000;13.000000;18.000000;103.000000;18.000000;30.000000;0.000000;0.000000;0.000000;22.000000;0.000000;1.000000;1.000000;;;;;;1.000000;39.000000;1.000000;8.000000;1.000000;1.000000
3;'008;Albania;236;'0141;Soya beans;5910;Export quantity;t;;;;17.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;;;;;;;;;;;
3;'008;Albania;236;'0141;Soya beans;5922;Export value;1000 USD;;;;13.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;;;;;;;;;;;
3;'008;Albania;239;'23995.01;Soya sauce;5610;Import quantity;t;10.000000;1.000000;9.000000;2.000000;8.000000;1.000000;2.000000;0.000000;2.000000;3.000000;1.000000;111.000000;23.000000;20.000000;20.910000;5.700000;1.020000;;0.000000;0.300000;6.730000;0.370000;45.430000;56.530000;43.090000
3;'008;Albania;239;'23995.01;Soya sauce;5622;Import value;1000 USD;14.000000;2.000000;6.000000;2.000000;7.000000;1.000000;7.000000;3.000000;9.000000;8.000000;4.000000;226.000000;47.000000;44.000000;44.000000;15.000000;1.000000;;0.000000;5.000000;30.000000;5.000000;177.000000;181.000000;126.000000
3;'008;Albania;239;'23995.01;Soya sauce;5910;Export quantity;t;30.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;;;;;;;;;;;
3;'008;Albania;239;'23995.01;Soya sauce;5922;Export value;1000 USD;80.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;;;;;;;;;;;
3;'008;Albania;1806;'F1806;Beef and Buffalo Meat, primary;5610;Import quantity;t;1429.700000;1927.500000;4836.200000;5050.400000;8067.800000;7342.500000;9510.400000;8559.300000;7043.800000;4040.400000;3305.500000;2049.300000;1672.900000;1695.900000;905.020000;1338.990000;1067.660000;678.910000;35.450000;612.350000;743.370000;654.920000;12347.590000;1881.780000;3474.260000
3;'008;Albania;1806;'F1806;Beef and Buffalo Meat, primary;5622;Import value;1000 USD;1255.000000;1138.000000;3069.000000;4446.000000;7508.000000;6815.000000;9138.000000;9508.000000;10164.000000;6791.000000;5908.000000;3903.000000;3050.000000;3086.000000;1654.540000;2265.540000;1861.780000;753.460000;75.480000;993.030000;1429.620000;1605.620000;39401.970000;7671.380000;12123.110000
3;'008;Albania;1806;'F1806;Beef and Buffalo Meat, primary;5910;Export quantity;t;;;58.500000;20.900000;0.000000;0.000000;7.800000;0.000000;0.000000;0.000000;0.000000;0.000000;33.800000;0.000000;;;;;;;;;1.050000;;
3;'008;Albania;1806;'F1806;Beef and Buffalo Meat, primary;5922;Export value;1000 USD;;;20.000000;108.000000;0.000000;0.000000;7.000000;0.000000;0.000000;0.000000;0.000000;0.000000;100.000000;0.000000;;;;;;;;;12.160000;;
4;'012;Algeria;875;'F0875;Beef and veal preparations nes;5610;Import quantity;t;52.000000;84.000000;0.000000;24.000000;103.000000;93.000000;73.000000;382.000000;141.000000;246.000000;572.000000;200.000000;319.000000;131.000000;218.900000;158.230000;86.670000;89.730000;0.000000;15.690000;53.120000;38.580000;0.030000;0.040000;0.010000
4;'012;Algeria;875;'F0875;Beef and veal preparations nes;5622;Import value;1000 USD;19.000000;25.000000;0.000000;41.000000;219.000000;123.000000;52.000000;239.000000;296.000000;420.000000;860.000000;357.000000;652.000000;371.000000;958.000000;547.000000;400.000000;164.000000;0.000000;50.000000;163.000000;130.000000;1.000000;1.000000;0.000000
4;'012;Algeria;875;'F0875;Beef and veal preparations nes;5910;Export quantity;t;;;;;;;;;;;;;;;;;;;0.060000;;0.350000;;0.350000;9.000000;8.000000
4;'012;Algeria;875;'F0875;Beef and veal preparations nes;5922;Export value;1000 USD;;;;;;;;;;;;;;;;;;;0.000000;;2.000000;;1.000000;6.000000;37.000000
4;'012;Algeria;257;'2165;Palm oil;5610;Import quantity;t;32640.000000;66970.000000;90039.000000;132940.000000;135385.000000;58050.000000;151009.000000;66538.000000;135141.000000;51214.000000;44507.000000;71344.000000;53261.000000;119038.000000;63166.990000;105811.260000;74634.050000;94699.230000;168800.000000;111216.510000;99317.300000;124030.290000;128389.760000;111076.300000;99190.400000
4;'012;Algeria;257;'2165;Palm oil;5622;Import value;1000 USD;10515.000000;21549.000000;36352.000000;67367.000000;73648.000000;28165.000000;76729.000000;49881.000000;167832.000000;38951.000000;41476.000000;88915.000000;60283.000000;111625.000000;57699.000000;76630.000000;52212.000000;74024.000000;119004.000000;67317.000000;70578.000000;139564.000000;167992.000000;108222.000000;101384.000000
4;'012;Algeria;257;'2165;Palm oil;5910;Export quantity;t;3325.510000;3325.510000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2.500000;0.050000;;;338.610000;530.750000;837.000000;1073.440000;3049.780000;2270.120000;3464.600000
4;'012;Algeria;257;'2165;Palm oil;5922;Export value;1000 USD;1800.000000;1800.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;;;169.000000;332.000000;344.000000;516.000000;1495.000000;1134.000000;1835.000000
4;'012;Algeria;237;'2161;Soya bean oil;5610;Import quantity;t;17220.000000;16695.000000;24923.000000;92402.000000;93076.000000;272772.000000;328177.000000;309327.000000;330991.000000;391096.000000;375689.000000;484491.000000;464721.000000;622641.000000;624671.470000;622445.760000;696006.180000;743699.930000;739400.000000;900030.820000;702094.230000;654814.270000;425259.440000;531583.120000;509491.460000
4;'012;Algeria;237;'2161;Soya bean oil;5622;Import value;1000 USD;6026.000000;6491.000000;10438.000000;52973.000000;54358.000000;146338.000000;184649.000000;258404.000000;406654.000000;315492.000000;363104.000000;615184.000000;571851.000000;662822.000000;566461.000000;465239.000000;525137.000000;600658.000000;591520.000000;643712.000000;555907.000000;890004.000000;707152.000000;612932.000000;524553.000000
4;'012;Algeria;237;'2161;Soya bean oil;5910;Export quantity;t;0.000000;0.000000;0.000000;0.000000;47000.000000;60200.000000;48500.000000;371.000000;4850.000000;32600.000000;44400.000000;38700.000000;50000.000000;49500.000000;58900.000000;52800.000000;64400.000000;87200.000000;63300.000000;7300.000000;23900.000000;18800.000000;8200.000000;5200.000000;653.980000
4;'012;Algeria;237;'2161;Soya bean oil;5922;Export value;1000 USD;0.000000;0.000000;0.000000;0.000000;28000.000000;36000.000000;29000.000000;339.000000;8309.000000;20000.000000;29000.000000;25000.000000;494.000000;1.000000;60000.000000;54000.000000;66000.000000;95746.000000;65000.000000;4400.000000;27700.000000;35700.000000;18800.000000;7280.000000;754.000000
4;'012;Algeria;236;'0141;Soya beans;5610;Import quantity;t;0.000000;9.000000;0.000000;528.000000;44390.000000;8.000000;28.000000;78.000000;31.000000;135.000000;120.000000;52.000000;113.000000;106.000000;86.340000;43.300000;65.630000;74.140000;33213.130000;133264.600000;705822.110000;989441.110000;1579145.490000;1481086.690000;1616858.710000
4;'012;Algeria;236;'0141;Soya beans;5622;Import value;1000 USD;0.000000;14.000000;0.000000;179.000000;14369.000000;3.000000;11.000000;55.000000;29.000000;135.000000;95.000000;80.000000;176.000000;137.000000;133.000000;62.000000;79.000000;89.000000;10574.000000;49786.000000;291651.000000;520240.000000;1034229.000000;862280.000000;789281.000000
4;'012;Algeria;236;'0141;Soya beans;5910;Export quantity;t;;;;;;;;;;;;;;;;;;0.010000;;;;1.510000;1.280000;10.110000;8.640000
4;'012;Algeria;236;'0141;Soya beans;5922;Export value;1000 USD;;;;;;;;;;;;;;;;;;0.000000;;;;1.000000;1.000000;8.000000;6.000000
4;'012;Algeria;239;'23995.01;Soya sauce;5610;Import quantity;t;64.000000;1.000000;42.000000;28.000000;11.000000;9.000000;56.000000;46.000000;64.000000;100.000000;30.000000;87.000000;71.000000;96.000000;81.170000;120.070000;278.890000;43.810000;47.690000;9.550000;4.170000;0.100000;16.940000;20.820000;48.970000
4;'012;Algeria;239;'23995.01;Soya sauce;5622;Import value;1000 USD;130.000000;8.000000;22.000000;12.000000;6.000000;6.000000;70.000000;66.000000;67.000000;114.000000;32.000000;97.000000;92.000000;137.000000;112.000000;153.000000;454.000000;99.000000;36.000000;58.000000;11.000000;1.000000;11.000000;11.000000;34.000000
4;'012;Algeria;239;'23995.01;Soya sauce;5910;Export quantity;t;;;;;;;;;;;;;;;;;;;;;3.000000;;0.060000;0.560000;0.230000
4;'012;Algeria;239;'23995.01;Soya sauce;5922;Export value;1000 USD;;;;;;;;;;;;;;;;;;;;;1.000000;;0.000000;0.000000;0.000000
4;'012;Algeria;1806;'F1806;Beef and Buffalo Meat, primary;5610;Import quantity;t;12282.400000;5130.600000;19979.300000;49503.000000;95251.100000;103246.900000;75809.600000;73831.200000;67714.700000;80635.600000;45530.200000;62428.500000;89069.600000;82525.300000;93489.150000;82967.610000;78927.010000;59257.900000;63054.480000;62071.020000;36687.200000;14667.040000;7131.470000;10328.810000;90880.380000
4;'012;Algeria;1806;'F1806;Beef and Buffalo Meat, primary;5622;Import value;1000 USD;26126.000000;9025.000000;30682.000000;81582.000000;149419.000000;179377.000000;145023.000000;121772.000000;158725.000000;172048.000000;135819.000000;163332.000000;240336.000000;236218.000000;272726.840000;239576.410000;215048.440000;175314.870000;208546.190000;225520.920000;134867.460000;47996.410000;19188.980000;41402.020000;446842.050000
4;'012;Algeria;1806;'F1806;Beef and Buffalo Meat, primary;5910;Export quantity;t;35.100000;0.000000;2.300000;5.600000;8.000000;3.300000;23.000000;37.600000;0.000000;0.000000;65.000000;0.000000;0.000000;0.000000;;;;;0.300000;36.400000;71.660000;2.120000;146.510000;;25.970000
4;'012;Algeria;1806;'F1806;Beef and Buffalo Meat, primary;5922;Export value;1000 USD;69.000000;0.000000;14.000000;34.000000;82.000000;30.000000;112.000000;103.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;;;;;2.930000;81.170000;140.670000;2.350000;230.980000;;62.240000
7;'024;Angola;875;'F0875;Beef and veal preparations nes;5610;Import quantity;t;8800.000000;8800.000000;10453.000000;11062.000000;13535.000000;16447.000000;8834.000000;11065.000000;12335.000000;9357.000000;4091.000000;7384.000000;7815.000000;9154.000000;10938.280000;5901.110000;9167.420000;8614.950000;5682.910000;5339.800000;6046.720000;3477.260000;5043.900000;5576.640000;5914.710000
7;'024;Angola;875;'F0875;Beef and veal preparations nes;5622;Import value;1000 USD;4900.000000;4900.000000;8473.000000;11081.000000;14861.000000;27689.000000;13172.000000;20102.000000;28980.000000;21053.000000;7650.000000;20810.000000;23659.000000;29230.000000;31074.000000;14790.000000;21693.000000;19476.000000;15917.000000;11072.000000;11211.000000;7427.000000;9887.000000;11586.000000;10557.000000
7;'024;Angola;875;'F0875;Beef and veal preparations nes;5910;Export quantity;t;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;;;10.080000;1.050000;0.500000;72.880000;1.330000;1.190000;0.060000;0.040000;25.960000
7;'024;Angola;875;'F0875;Beef and veal preparations nes;5922;Export value;1000 USD;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;;;1.000000;1.000000;0.000000;81.000000;1.000000;0.000000;0.000000;0.000000;27.000000
7;'024;Angola;257;'2165;Palm oil;5610;Import quantity;t;4600.000000;4900.000000;9136.000000;25425.000000;26989.000000;46900.000000;56500.000000;64100.000000;73700.000000;65900.000000;107400.000000;137626.000000;136741.000000;254762.000000;290128.000000;264736.000000;135088.200000;206253.950000;178032.200000;209662.550000;196785.000000;111416.270000;191581.930000;132500.660000;115748.910000
7;'024;Angola;257;'2165;Palm oil;5622;Import value;1000 USD;2500.000000;2550.000000;5842.000000;16477.000000;19423.000000;33000.000000;40000.000000;58000.000000;95000.000000;74800.000000;136500.000000;212180.000000;181866.000000;285999.000000;317014.000000;251051.000000;135258.000000;200370.000000;160735.000000;217209.000000;206085.000000;135753.000000;335524.000000;176973.000000;116350.000000
7;'024;Angola;257;'2165;Palm oil;5910;Export quantity;t;0.000000;0.000000;0.000000;933.000000;4500.000000;7600.000000;6000.000000;12000.000000;20000.000000;13000.000000;14000.000000;25000.000000;24000.000000;36000.000000;45000.000000;40000.000000;15000.000000;14000.000000;12000.000000;293.920000;818.520000;444.280000;171.270000;18.190000;15.210000
7;'024;Angola;257;'2165;Palm oil;5922;Export value;1000 USD;0.000000;0.000000;0.000000;402.000000;1850.000000;3300.000000;2650.000000;5500.000000;10000.000000;7280.000000;9000.000000;18000.000000;19000.000000;30000.000000;35000.000000;30000.000000;12000.000000;11200.000000;10000.000000;222.000000;41.000000;373.000000;244.000000;5.000000;3.000000
7;'024;Angola;237;'2161;Soya bean oil;5610;Import quantity;t;38400.000000;46126.000000;62949.000000;81229.000000;74159.000000;83440.000000;63500.000000;101200.000000;94400.000000;87600.000000;65900.000000;107226.000000;60230.000000;79913.000000;74220.640000;59761.590000;63478.110000;107295.840000;79605.710000;180777.050000;77509.350000;99279.220000;124278.820000;41785.300000;67232.420000
7;'024;Angola;237;'2161;Soya bean oil;5622;Import value;1000 USD;37100.000000;42900.000000;42254.000000;65016.000000;63393.000000;64359.000000;52000.000000;86000.000000;146000.000000;140000.000000;118000.000000;188840.000000;101465.000000;112996.000000;101030.000000;71171.000000;78982.000000;143724.000000;100639.000000;118580.000000;92567.000000;149770.000000;236864.000000;97352.000000;111515.000000
7;'024;Angola;237;'2161;Soya bean oil;5910;Export quantity;t;;;;;;;;;;;;;;;21.000000;0.520000;0.260000;0.090000;0.400000;968.500000;56.450000;1.420000;5.020000;10.930000;20.580000
7;'024;Angola;237;'2161;Soya bean oil;5922;Export value;1000 USD;;;;;;;;;;;;;;;11.000000;1.000000;0.000000;0.000000;0.000000;1003.000000;77.000000;2.000000;29.000000;15.000000;37.000000
7;'024;Angola;236;'0141;Soya beans;5610;Import quantity;t;0.000000;0.000000;120.000000;520.000000;219.000000;50.000000;3016.000000;1699.000000;190.000000;131.000000;27.000000;132.000000;189.000000;758.000000;239.910000;113.160000;426.090000;1053.290000;230.700000;2279.680000;269.770000;312.390000;1716.170000;297.600000;1261.400000
7;'024;Angola;236;'0141;Soya beans;5622;Import value;1000 USD;0.000000;0.000000;108.000000;526.000000;207.000000;39.000000;2050.000000;939.000000;262.000000;183.000000;183.000000;472.000000;296.000000;606.000000;382.000000;208.000000;664.000000;856.000000;179.000000;1525.000000;485.000000;668.000000;1326.000000;1090.000000;2336.000000
7;'024;Angola;236;'0141;Soya beans;5910;Export quantity;t;;;;;;;;;;;;;;;;;0.270000;;0.500000;4.420000;;0.030000;0.040000;0.750000;59.770000
7;'024;Angola;236;'0141;Soya beans;5922;Export value;1000 USD;;;;;;;;;;;;;;;;;0.000000;;0.000000;6.000000;;0.000000;5.000000;1.000000;145.000000
7;'024;Angola;240;'23995.02;Soya paste;5910;Export quantity;t;;;;;;;;;;;;;;;;;;;;35.610000;9.900000;1103.520000;14.200000;31.420000;168.380000
7;'024;Angola;240;'23995.02;Soya paste;5922;Export value;1000 USD;;;;;;;;;;;;;;;;;;;;41.000000;20.000000;3.000000;11.000000;19.000000;33.000000
7;'024;Angola;239;'23995.01;Soya sauce;5610;Import quantity;t;;;;;;;;;;;;;;;44.820000;40.720000;21.510000;23.610000;30.780000;249.980000;125.150000;98.120000;135.840000;122.920000;274.690000
7;'024;Angola;239;'23995.01;Soya sauce;5622;Import value;1000 USD;;;;;;;;;;;;;;;135.000000;102.000000;73.000000;103.000000;115.000000;113.000000;104.000000;110.000000;145.000000;156.000000;121.000000
7;'024;Angola;239;'23995.01;Soya sauce;5910;Export quantity;t;;;;;;;;;;;;;;;;;;;0.260000;1.060000;;0.020000;0.020000;8.760000;0.050000
7;'024;Angola;239;'23995.01;Soya sauce;5922;Export value;1000 USD;;;;;;;;;;;;;;;;;;;0.000000;0.000000;;0.000000;0.000000;0.000000;0.000000
7;'024;Angola;1806;'F1806;Beef and Buffalo Meat, primary;5610;Import quantity;t;13535.000000;18740.000000;24609.100000;34535.000000;32449.700000;45527.000000;53596.200000;51494.600000;40015.400000;22675.800000;24985.100000;30542.800000;41435.900000;47038.400000;69172.360000;37583.540000;20853.180000;29692.980000;20013.700000;23593.940000;9009.250000;8542.220000;9028.480000;9328.940000;11283.410000
7;'024;Angola;1806;'F1806;Beef and Buffalo Meat, primary;5622;Import value;1000 USD;23147.000000;24271.000000;21922.000000;31238.000000;38010.000000;60028.000000;80853.000000;91358.000000;112510.000000;64016.000000;69631.000000;100303.000000;150158.000000;174549.000000;273174.550000;150091.420000;82025.960000;121172.460000;78743.800000;81933.500000;32192.370000;32908.370000;40656.830000;42555.120000;41397.230000
7;'024;Angola;1806;'F1806;Beef and Buffalo Meat, primary;5910;Export quantity;t;0.000000;0.000000;1.000000;0.000000;6.680000;3.480000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;28.000000;;0.010000;22.580000;32.310000;3.280000;15.850000;12.030000;123.570000;5.890000;172.240000;27.450000
7;'024;Angola;1806;'F1806;Beef and Buffalo Meat, primary;5922;Export value;1000 USD;0.000000;0.000000;0.000000;0.000000;4.560000;3.890000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;84.000000;;0.020000;10.900000;122.590000;3.580000;66.210000;66.320000;11.570000;12.740000;19.970000;14.320000
8;'028;Antigua and Barbuda;875;'F0875;Beef and veal preparations nes;5610;Import quantity;t;150.000000;100.000000;111.000000;133.000000;208.000000;231.000000;133.000000;207.000000;195.000000;175.000000;151.000000;277.000000;12.000000;188.000000;302.670000;364.040000;215.330000;341.500000;345.030000;290.210000;267.770000;342.310000;458.400000;318.010000;297.440000
8;'028;Antigua and Barbuda;875;'F0875;Beef and veal preparations nes;5622;Import value;1000 USD;320.000000;215.000000;199.000000;228.000000;436.000000;651.000000;363.000000;531.000000;711.000000;615.000000;538.000000;868.000000;37.000000;692.000000;1042.000000;1087.000000;656.000000;1123.000000;1279.000000;1190.000000;1046.000000;1342.000000;1706.000000;1522.000000;1511.000000
8;'028;Antigua and Barbuda;875;'F0875;Beef and veal preparations nes;5910;Export quantity;t;;;;;;0.000000;43.000000;43.000000;43.000000;25.000000;0.000000;0.000000;0.000000;0.000000;;;;;0.140000;;;;;;
8;'028;Antigua and Barbuda;875;'F0875;Beef and veal preparations nes;5922;Export value;1000 USD;;;;;;1.000000;78.000000;78.000000;78.000000;79.000000;0.000000;0.000000;0.000000;0.000000;;;;;1.000000;;;;;;
